# cholesky_benchmark  CHOLESKY_VERSION=3
# hostname=cpu-q-579
# max_threads=76
# sizes=500,1000,2000,4000,8000
# threads=1,2,4,8,16,32,48,64,76
# repeats=3
version,n,threads,run,time_s,gflops,hostname
3,2000,64,0,0.044470052,59.9654,cpu-q-579
3,2000,64,1,0.044435675,60.0118,cpu-q-579
3,2000,64,2,0.044570097,59.8308,cpu-q-579
3,2000,64,-1,0.044470052,59.9654,cpu-q-579
3,2000,76,0,0.057863067,46.0858,cpu-q-579
3,2000,76,1,0.057928755,46.0336,cpu-q-579
3,2000,76,2,0.058016935,45.9636,cpu-q-579
3,2000,76,-1,0.057928755,46.0336,cpu-q-579
3,4000,1,0,10.5296116,2.02603,cpu-q-579
3,4000,1,1,10.5150352,2.02884,cpu-q-579
3,4000,1,2,10.4950015,2.03271,cpu-q-579
3,4000,1,-1,10.5150352,2.02884,cpu-q-579
3,4000,2,0,4.18227951,5.10089,cpu-q-579
3,4000,2,1,4.17764451,5.10655,cpu-q-579
3,4000,2,2,4.18134087,5.10203,cpu-q-579
3,4000,2,-1,4.18134087,5.10203,cpu-q-579
3,4000,4,0,2.04438347,10.4351,cpu-q-579
3,4000,4,1,2.04627232,10.4255,cpu-q-579
3,4000,4,2,2.04559634,10.4289,cpu-q-579
3,4000,4,-1,2.04559634,10.4289,cpu-q-579
3,4000,8,0,1.06929369,19.9509,cpu-q-579
3,4000,8,1,1.06757078,19.9831,cpu-q-579
3,4000,8,2,1.06934455,19.9499,cpu-q-579
3,4000,8,-1,1.06929369,19.9509,cpu-q-579
3,4000,16,0,0.681158062,31.3192,cpu-q-579
3,4000,16,1,0.680897025,31.3312,cpu-q-579
3,4000,16,2,0.683758323,31.2001,cpu-q-579
3,4000,16,-1,0.681158062,31.3192,cpu-q-579
3,4000,32,0,0.402966438,52.9407,cpu-q-579
3,4000,32,1,0.400437625,53.275,cpu-q-579
3,4000,32,2,0.401958527,53.0735,cpu-q-579
3,4000,32,-1,0.401958527,53.0735,cpu-q-579
3,4000,48,0,0.298713975,71.4173,cpu-q-579
3,4000,48,1,0.297552551,71.696,cpu-q-579
3,4000,48,2,0.29956861,71.2135,cpu-q-579
3,4000,48,-1,0.298713975,71.4173,cpu-q-579
3,4000,64,0,0.247550074,86.1779,cpu-q-579
3,4000,64,1,0.247715506,86.1203,cpu-q-579
3,4000,64,2,0.247823219,86.0829,cpu-q-579
3,4000,64,-1,0.247715506,86.1203,cpu-q-579
3,4000,76,0,0.210400848,101.394,cpu-q-579
3,4000,76,1,0.210228405,101.477,cpu-q-579
3,4000,76,2,0.208896752,102.124,cpu-q-579
3,4000,76,-1,0.210228405,101.477,cpu-q-579
3,8000,1,0,107.091825,1.59365,cpu-q-579
3,8000,1,1,107.087109,1.59372,cpu-q-579
3,8000,1,2,107.070908,1.59396,cpu-q-579
3,8000,1,-1,107.087109,1.59372,cpu-q-579
3,8000,2,0,66.4070307,2.57001,cpu-q-579
3,8000,2,1,66.4929801,2.56669,cpu-q-579
3,8000,2,2,66.5519944,2.56441,cpu-q-579
3,8000,2,-1,66.4929801,2.56669,cpu-q-579
3,8000,4,0,35.6361203,4.78915,cpu-q-579
3,8000,4,1,35.6371927,4.789,cpu-q-579
3,8000,4,2,35.6491111,4.7874,cpu-q-579
3,8000,4,-1,35.6371927,4.789,cpu-q-579
3,8000,8,0,22.5556762,7.56646,cpu-q-579
3,8000,8,1,22.5726776,7.56076,cpu-q-579
3,8000,8,2,22.5869533,7.55598,cpu-q-579
3,8000,8,-1,22.5726776,7.56076,cpu-q-579
3,8000,16,0,17.5990656,9.69748,cpu-q-579
3,8000,16,1,17.5946987,9.69989,cpu-q-579
3,8000,16,2,17.5877215,9.70374,cpu-q-579
3,8000,16,-1,17.5946987,9.69989,cpu-q-579
3,8000,32,0,15.3632165,11.1088,cpu-q-579
3,8000,32,1,15.3715502,11.1028,cpu-q-579
3,8000,32,2,15.370013,11.1039,cpu-q-579
3,8000,32,-1,15.370013,11.1039,cpu-q-579
3,8000,48,0,14.2205544,12.0014,cpu-q-579
3,8000,48,1,14.2242813,11.9983,cpu-q-579
3,8000,48,2,14.2099576,12.0104,cpu-q-579
3,8000,48,-1,14.2205544,12.0014,cpu-q-579
3,8000,64,0,13.266969,12.864,cpu-q-579
3,8000,64,1,13.2639814,12.8669,cpu-q-579
3,8000,64,2,13.2646492,12.8663,cpu-q-579
3,8000,64,-1,13.2646492,12.8663,cpu-q-579
3,8000,76,0,12.8348165,13.2972,cpu-q-579
3,8000,76,1,12.8136963,13.3191,cpu-q-579
3,8000,76,2,12.8047517,13.3284,cpu-q-579
3,8000,76,-1,12.8136963,13.3191,cpu-q-579
