# cholesky_benchmark  CHOLESKY_VERSION=2
# hostname=cpu-p-163
# max_threads=56
# sizes=500,1000,2000,4000,8000
# threads=1,2,4,8,16,32,48,56
# repeats=3
version,n,threads,run,time_s,gflops,hostname
2,1000,16,2,0.021666867,15.3845,cpu-p-163
2,1000,16,-1,0.021666867,15.3845,cpu-p-163
2,1000,32,0,0.022226505,14.9971,cpu-p-163
2,1000,32,1,0.02247519,14.8312,cpu-p-163
2,1000,32,2,0.022409245,14.8748,cpu-p-163
2,1000,32,-1,0.022409245,14.8748,cpu-p-163
2,1000,48,0,0.039609176,8.41556,cpu-p-163
2,1000,48,1,0.039341935,8.47272,cpu-p-163
2,1000,48,2,0.040213232,8.28915,cpu-p-163
2,1000,48,-1,0.039609176,8.41556,cpu-p-163
2,1000,56,0,0.046702938,7.13731,cpu-p-163
2,1000,56,1,0.04128343,8.07426,cpu-p-163
2,1000,56,2,0.040950706,8.13987,cpu-p-163
2,1000,56,-1,0.04128343,8.07426,cpu-p-163
2,2000,1,0,0.917129502,2.90762,cpu-p-163
2,2000,1,1,0.915029269,2.9143,cpu-p-163
2,2000,1,2,0.917842733,2.90536,cpu-p-163
2,2000,1,-1,0.917129502,2.90762,cpu-p-163
2,2000,2,0,0.589249374,4.52553,cpu-p-163
2,2000,2,1,0.601372207,4.4343,cpu-p-163
2,2000,2,2,0.594683624,4.48418,cpu-p-163
2,2000,2,-1,0.594683624,4.48418,cpu-p-163
2,2000,4,0,0.308194263,8.65255,cpu-p-163
2,2000,4,1,0.311725631,8.55453,cpu-p-163
2,2000,4,2,0.309159441,8.62554,cpu-p-163
2,2000,4,-1,0.309159441,8.62554,cpu-p-163
2,2000,8,0,0.174181204,15.3097,cpu-p-163
2,2000,8,1,0.174642251,15.2693,cpu-p-163
2,2000,8,2,0.173694625,15.3526,cpu-p-163
2,2000,8,-1,0.174181204,15.3097,cpu-p-163
2,2000,16,0,0.10574571,25.2177,cpu-p-163
2,2000,16,1,0.105148516,25.361,cpu-p-163
2,2000,16,2,0.105730221,25.2214,cpu-p-163
2,2000,16,-1,0.105730221,25.2214,cpu-p-163
2,2000,32,0,0.085926761,31.0342,cpu-p-163
2,2000,32,1,0.086657715,30.7724,cpu-p-163
2,2000,32,2,0.085699632,31.1164,cpu-p-163
2,2000,32,-1,0.085926761,31.0342,cpu-p-163
2,2000,48,0,0.120719355,22.0898,cpu-p-163
2,2000,48,1,0.128143505,20.81,cpu-p-163
2,2000,48,2,0.126256295,21.1211,cpu-p-163
2,2000,48,-1,0.126256295,21.1211,cpu-p-163
2,2000,56,0,0.129199082,20.64,cpu-p-163
2,2000,56,1,0.143285485,18.6109,cpu-p-163
2,2000,56,2,0.13743946,19.4025,cpu-p-163
2,2000,56,-1,0.13743946,19.4025,cpu-p-163
2,4000,1,0,13.3082297,1.60302,cpu-p-163
2,4000,1,1,13.4439373,1.58684,cpu-p-163
2,4000,1,2,13.4301466,1.58847,cpu-p-163
2,4000,1,-1,13.4301466,1.58847,cpu-p-163
2,4000,2,0,5.9984233,3.55649,cpu-p-163
2,4000,2,1,6.01939803,3.5441,cpu-p-163
2,4000,2,2,6.01411433,3.54721,cpu-p-163
2,4000,2,-1,6.01411433,3.54721,cpu-p-163
2,4000,4,0,3.15283102,6.76641,cpu-p-163
2,4000,4,1,3.15335591,6.76528,cpu-p-163
2,4000,4,2,3.14998881,6.77251,cpu-p-163
2,4000,4,-1,3.15283102,6.76641,cpu-p-163
2,4000,8,0,1.82056807,11.718,cpu-p-163
2,4000,8,1,1.8199638,11.7218,cpu-p-163
2,4000,8,2,1.81768084,11.7366,cpu-p-163
2,4000,8,-1,1.8199638,11.7218,cpu-p-163
2,4000,16,0,1.19104649,17.9114,cpu-p-163
2,4000,16,1,1.19156861,17.9036,cpu-p-163
2,4000,16,2,1.18824429,17.9537,cpu-p-163
2,4000,16,-1,1.19104649,17.9114,cpu-p-163
2,4000,32,0,0.861938145,24.7504,cpu-p-163
2,4000,32,1,0.861553406,24.7615,cpu-p-163
2,4000,32,2,0.864629796,24.6734,cpu-p-163
2,4000,32,-1,0.861938145,24.7504,cpu-p-163
2,4000,48,0,0.635040912,33.5936,cpu-p-163
2,4000,48,1,0.634525841,33.6209,cpu-p-163
2,4000,48,2,0.64190057,33.2346,cpu-p-163
2,4000,48,-1,0.635040912,33.5936,cpu-p-163
2,4000,56,0,0.5798799,36.7892,cpu-p-163
2,4000,56,1,0.584938315,36.4711,cpu-p-163
2,4000,56,2,0.581644628,36.6776,cpu-p-163
2,4000,56,-1,0.581644628,36.6776,cpu-p-163
2,8000,1,0,117.999568,1.44633,cpu-p-163
2,8000,1,1,118.001761,1.44631,cpu-p-163
2,8000,1,2,117.968199,1.44672,cpu-p-163
2,8000,1,-1,117.999568,1.44633,cpu-p-163
2,8000,2,0,71.4435596,2.38883,cpu-p-163
2,8000,2,1,71.4312739,2.38924,cpu-p-163
2,8000,2,2,71.4991192,2.38698,cpu-p-163
2,8000,2,-1,71.4435596,2.38883,cpu-p-163
2,8000,4,0,39.1659509,4.35753,cpu-p-163
2,8000,4,1,39.1597507,4.35822,cpu-p-163
2,8000,4,2,39.1679011,4.35731,cpu-p-163
2,8000,4,-1,39.1659509,4.35753,cpu-p-163
2,8000,8,0,28.2290972,6.04577,cpu-p-163
2,8000,8,1,28.3095529,6.02859,cpu-p-163
2,8000,8,2,28.2629057,6.03854,cpu-p-163
2,8000,8,-1,28.2629057,6.03854,cpu-p-163
2,8000,16,0,26.0860066,6.54246,cpu-p-163
2,8000,16,1,26.0780301,6.54446,cpu-p-163
2,8000,16,2,26.0758727,6.545,cpu-p-163
2,8000,16,-1,26.0780301,6.54446,cpu-p-163
2,8000,32,0,26.2765474,6.49502,cpu-p-163
2,8000,32,1,26.2725753,6.496,cpu-p-163
2,8000,32,2,26.2904863,6.49158,cpu-p-163
2,8000,32,-1,26.2765474,6.49502,cpu-p-163
2,8000,48,0,26.4288876,6.45758,cpu-p-163
2,8000,48,1,26.4209458,6.45952,cpu-p-163
2,8000,48,2,26.4212797,6.45944,cpu-p-163
2,8000,48,-1,26.4212797,6.45944,cpu-p-163
2,8000,56,0,26.0231706,6.55826,cpu-p-163
2,8000,56,1,26.0329109,6.5558,cpu-p-163
2,8000,56,2,26.1970092,6.51474,cpu-p-163
2,8000,56,-1,26.0329109,6.5558,cpu-p-163
